Time_sec;Vision_X_mm;Vision_Y_mm;Voltage_V;Current_mA
17,807;NaN;NaN;0,01;0,0
17,839;NaN;NaN;0,01;0,0
17,903;NaN;NaN;0,01;0,0
17,935;NaN;NaN;0,01;0,0
17,983;NaN;NaN;0,01;0,0
18,047;NaN;NaN;0,01;0,0
18,095;NaN;NaN;0,01;0,0
18,160;NaN;NaN;0,01;0,0
18,208;NaN;NaN;0,01;0,0
18,276;NaN;NaN;0,01;0,0
18,329;NaN;NaN;0,01;0,0
18,386;NaN;NaN;0,02;0,0
18,451;NaN;NaN;0,02;0,0
18,515;NaN;NaN;0,01;0,0
18,580;NaN;NaN;0,01;0,0
18,644;NaN;NaN;0,01;0,0
18,699;NaN;NaN;0,01;0,0
18,756;NaN;NaN;0,01;0,0
18,804;NaN;NaN;0,01;0,0
18,852;NaN;NaN;0,01;0,0
18,900;NaN;NaN;0,01;0,0
18,948;NaN;NaN;0,01;0,0
19,013;NaN;NaN;0,01;0,0
19,077;NaN;NaN;0,01;0,0
19,140;NaN;NaN;0,01;0,0
19,189;NaN;NaN;0,01;0,0
19,253;NaN;NaN;0,01;0,0
19,303;NaN;NaN;0,01;0,0
19,352;NaN;NaN;0,01;0,0
19,416;NaN;NaN;0,01;0,0
19,480;NaN;NaN;0,01;0,0
19,543;NaN;NaN;0,01;0,0
19,607;NaN;NaN;0,01;0,0
19,671;NaN;NaN;0,01;0,0
19,735;NaN;NaN;0,01;0,0
19,800;NaN;NaN;0,01;0,0
19,848;NaN;NaN;0,01;0,1
19,896;NaN;NaN;0,01;0,0
19,944;NaN;NaN;0,01;0,0
19,992;NaN;NaN;0,01;0,0
20,056;NaN;NaN;0,01;0,0
20,104;NaN;NaN;0,01;0,0
20,153;NaN;NaN;0,01;0,0
20,201;NaN;NaN;0,01;0,0
20,249;NaN;NaN;0,01;0,0
20,300;NaN;NaN;0,01;0,0
20,355;NaN;NaN;0,01;0,0
20,403;NaN;NaN;0,01;0,0
20,451;NaN;NaN;0,01;0,0
20,499;NaN;NaN;0,01;0,0
20,563;NaN;NaN;0,01;0,0
20,611;NaN;NaN;0,01;0,0
20,659;NaN;NaN;0,01;0,0
20,707;NaN;NaN;0,01;0,0
20,771;NaN;NaN;0,01;0,0
20,819;NaN;NaN;0,01;0,0
20,867;NaN;NaN;0,01;0,0
20,931;NaN;NaN;0,01;0,0
20,995;NaN;NaN;0,01;0,0
21,058;NaN;NaN;0,01;0,0
21,121;NaN;NaN;0,01;0,0
21,185;NaN;NaN;0,01;0,0
21,249;NaN;NaN;0,01;0,2
21,317;NaN;NaN;0,00;0,0
21,371;NaN;NaN;0,01;0,0
21,419;NaN;NaN;0,01;0,0
21,467;NaN;NaN;0,01;0,0
21,515;NaN;NaN;0,01;0,0
21,579;NaN;NaN;0,01;0,0
21,642;NaN;NaN;0,01;0,0
21,706;NaN;NaN;0,01;0,0
21,770;NaN;NaN;0,01;0,0
21,802;NaN;NaN;0,01;0,0
21,850;NaN;NaN;0,01;0,0
21,914;NaN;NaN;0,01;0,0
21,962;NaN;NaN;0,01;0,0
21,994;NaN;NaN;0,01;0,0
22,058;NaN;NaN;0,01;0,0
22,091;NaN;NaN;0,01;0,0
22,141;NaN;NaN;0,01;0,0
22,202;NaN;NaN;0,01;0,0
22,241;NaN;NaN;0,01;0,0
22,283;NaN;NaN;0,01;0,0
22,349;NaN;NaN;0,01;0,0
22,405;NaN;NaN;0,01;0,0
22,443;NaN;NaN;0,01;0,0
22,501;NaN;NaN;0,01;0,0
22,566;NaN;NaN;0,01;0,0
22,613;NaN;NaN;0,01;0,0
22,677;NaN;NaN;0,01;0,0
22,741;NaN;NaN;0,01;0,0
22,789;NaN;NaN;0,01;0,0
22,837;NaN;NaN;0,01;0,0
22,885;NaN;NaN;0,01;0,0
22,917;NaN;NaN;0,01;0,1
22,981;NaN;NaN;0,01;0,0
23,044;NaN;NaN;0,01;0,0
23,108;NaN;NaN;0,01;0,0
23,172;NaN;NaN;0,01;0,0
23,236;NaN;NaN;0,01;0,0
23,300;NaN;NaN;0,01;0,0
23,359;NaN;NaN;0,01;0,0
23,423;NaN;NaN;0,01;0,0
23,486;NaN;NaN;0,01;0,0
23,551;NaN;NaN;0,01;0,0
23,615;NaN;NaN;0,01;0,0
23,662;NaN;NaN;0,01;0,0
23,710;NaN;NaN;0,01;0,0
23,759;NaN;NaN;0,02;0,0
23,807;NaN;NaN;0,01;0,0
23,855;NaN;NaN;0,01;0,0
23,893;NaN;NaN;0,02;0,0
23,951;NaN;NaN;0,01;0,0
24,015;NaN;NaN;0,01;0,0
24,079;NaN;NaN;0,01;0,0
24,152;NaN;NaN;0,01;0,0
24,207;NaN;NaN;0,01;0,0
24,269;NaN;NaN;0,01;0,0
24,338;NaN;NaN;0,01;0,0
24,382;NaN;NaN;0,01;0,0
24,443;NaN;NaN;0,01;0,0
24,503;NaN;NaN;0,02;0,0
24,567;NaN;NaN;0,01;0,0
24,631;NaN;NaN;0,01;0,0
24,679;NaN;NaN;0,01;0,0
24,743;NaN;NaN;0,01;0,0
24,807;NaN;NaN;0,01;0,0
24,860;NaN;NaN;0,01;0,0
24,919;NaN;NaN;0,01;0,0
24,967;NaN;NaN;0,01;0,0
25,031;NaN;NaN;0,01;0,0
25,079;NaN;NaN;0,01;0,0
25,127;NaN;NaN;0,01;0,0
25,175;NaN;NaN;0,01;0,0
25,223;NaN;NaN;0,01;0,0
25,255;NaN;NaN;0,01;0,0
25,304;NaN;NaN;0,01;0,0
25,360;NaN;NaN;0,01;0,0
25,400;NaN;NaN;0,01;0,0
25,465;NaN;NaN;0,01;0,0
25,529;NaN;NaN;0,01;0,0
25,593;NaN;NaN;0,02;0,0
25,640;NaN;NaN;0,01;0,0
25,689;NaN;NaN;0,01;0,0
25,737;NaN;NaN;0,01;0,0
25,768;NaN;NaN;0,01;0,0
25,832;NaN;NaN;0,01;0,0
25,896;NaN;NaN;0,01;0,0
25,960;NaN;NaN;0,01;0,0
26,024;NaN;NaN;0,01;0,0
26,088;NaN;NaN;0,01;0,0
26,136;NaN;NaN;0,01;0,0
26,200;NaN;NaN;0,02;0,0
26,247;NaN;NaN;0,01;0,1
26,295;NaN;NaN;0,01;0,0
26,368;NaN;NaN;0,01;0,0
26,401;NaN;NaN;0,01;0,0
26,465;NaN;NaN;0,01;0,0
26,513;NaN;NaN;0,01;0,0
26,561;NaN;NaN;0,01;0,0
26,593;NaN;NaN;0,01;0,0
26,641;NaN;NaN;0,01;0,0
26,706;NaN;NaN;0,01;0,0
26,770;NaN;NaN;0,01;0,0
26,834;NaN;NaN;0,01;0,0
26,899;NaN;NaN;0,01;0,0
26,963;NaN;NaN;0,01;0,0
27,027;NaN;NaN;0,01;0,0
27,091;NaN;NaN;0,01;0,0
27,158;NaN;NaN;0,01;0,0
27,219;NaN;NaN;0,01;0,0
27,283;NaN;NaN;0,01;0,0
27,347;NaN;NaN;0,01;0,0
27,405;NaN;NaN;0,01;0,0
27,453;NaN;NaN;0,01;0,0
27,501;NaN;NaN;0,01;0,0
27,533;NaN;NaN;0,01;0,0
27,597;NaN;NaN;0,01;0,0
27,659;NaN;NaN;0,01;0,0
27,709;NaN;NaN;0,01;0,0
27,772;NaN;NaN;0,01;0,0
27,820;NaN;NaN;0,01;0,1
27,884;NaN;NaN;0,01;0,1
27,917;NaN;NaN;0,01;0,0
27,964;NaN;NaN;0,01;0,0
28,028;NaN;NaN;0,01;0,0
28,071;NaN;NaN;0,01;0,0
28,108;NaN;NaN;0,01;0,0
28,172;NaN;NaN;0,01;0,0
28,235;NaN;NaN;0,01;0,0
28,299;NaN;NaN;0,01;0,0
28,367;NaN;NaN;0,01;0,0
28,421;NaN;NaN;0,01;0,0
28,469;NaN;NaN;0,01;0,0
28,534;NaN;NaN;0,01;0,0
28,598;NaN;NaN;0,01;0,0
28,663;NaN;NaN;0,01;0,0
28,725;NaN;NaN;0,01;0,0
28,789;NaN;NaN;0,01;0,0
28,853;NaN;NaN;0,02;0,0
28,917;NaN;NaN;0,02;0,0
28,965;NaN;NaN;0,01;0,0
29,029;NaN;NaN;0,01;0,0
29,077;NaN;NaN;0,01;0,0
29,141;NaN;NaN;0,01;0,0
29,205;NaN;NaN;0,01;0,0
29,253;NaN;NaN;0,01;0,0
29,301;NaN;NaN;0,01;0,0
29,366;NaN;NaN;0,01;0,1
29,425;NaN;NaN;0,01;0,1
29,473;NaN;NaN;0,01;0,0
29,521;NaN;NaN;0,01;0,0
29,585;NaN;NaN;0,01;0,1
29,649;NaN;NaN;0,01;0,0
29,713;NaN;NaN;0,01;0,0
29,777;NaN;NaN;0,01;0,0
29,841;NaN;NaN;0,01;0,0
29,889;NaN;NaN;0,01;0,0
29,953;NaN;NaN;0,01;0,0
30,002;NaN;NaN;0,01;0,0
30,066;NaN;NaN;0,01;0,0
30,130;NaN;NaN;0,01;0,1
30,194;NaN;NaN;0,01;0,0
30,257;NaN;NaN;0,01;0,0
30,321;NaN;NaN;0,01;0,0
30,388;NaN;NaN;0,01;0,0
30,451;NaN;NaN;0,01;0,0
30,499;NaN;NaN;0,01;0,0
30,568;NaN;NaN;0,01;0,0
30,628;NaN;NaN;0,01;0,0
30,692;NaN;NaN;0,01;0,0
30,724;NaN;NaN;0,01;0,0
30,788;NaN;NaN;0,01;0,0
30,851;NaN;NaN;0,01;0,0
30,916;NaN;NaN;0,01;0,0
30,980;NaN;NaN;0,01;0,0
31,028;NaN;NaN;0,01;0,0
31,069;NaN;NaN;0,01;0,0
31,108;NaN;NaN;0,01;0,0
31,170;NaN;NaN;0,01;0,1
31,221;NaN;NaN;0,01;0,0
31,269;NaN;NaN;0,01;0,0
31,317;NaN;NaN;0,01;0,0
31,386;NaN;NaN;0,01;0,0
31,442;NaN;NaN;0,01;0,0
31,504;NaN;NaN;0,01;0,0
31,571;NaN;NaN;0,01;0,0
31,632;NaN;NaN;0,01;0,0
31,681;NaN;NaN;0,01;0,0
31,729;NaN;NaN;0,01;0,0
31,793;NaN;NaN;0,01;0,0
31,857;NaN;NaN;0,01;0,0
31,905;NaN;NaN;0,01;0,0
31,953;NaN;NaN;0,01;0,0
32,001;NaN;NaN;0,01;0,0
32,049;NaN;NaN;0,01;0,1
32,097;NaN;NaN;0,01;0,0
32,145;NaN;NaN;0,01;0,0
32,194;NaN;NaN;0,01;0,0
32,241;NaN;NaN;0,01;0,0
32,292;NaN;NaN;0,01;0,0
32,335;NaN;NaN;0,01;0,0
32,402;NaN;NaN;0,01;0,0
32,441;NaN;NaN;0,01;0,0
32,490;NaN;NaN;0,01;0,0
32,553;NaN;NaN;0,01;0,0
32,617;NaN;NaN;0,01;0,0
32,665;NaN;NaN;0,01;0,0
32,713;NaN;NaN;0,01;0,0
32,746;NaN;NaN;0,01;0,0
32,809;NaN;NaN;0,01;0,0
32,858;NaN;NaN;0,01;0,0
32,905;NaN;NaN;0,01;0,0
32,969;NaN;NaN;0,01;0,0
33,034;NaN;NaN;0,01;0,0
33,097;NaN;NaN;0,01;0,0
33,161;NaN;NaN;0,01;0,0
33,225;NaN;NaN;0,01;0,0
33,277;NaN;NaN;0,01;0,0
33,337;NaN;NaN;0,01;0,0
33,406;NaN;NaN;0,01;0,0
33,467;NaN;NaN;0,01;0,0
33,531;NaN;NaN;0,01;0,0
33,595;NaN;NaN;0,01;0,0
33,659;NaN;NaN;0,01;0,0
33,723;NaN;NaN;0,01;0,0
33,787;NaN;NaN;0,01;0,0
33,836;NaN;NaN;0,01;0,0
33,900;NaN;NaN;0,01;0,0
33,964;NaN;NaN;0,01;0,0
34,028;NaN;NaN;0,01;0,0
34,080;NaN;NaN;0,01;0,0
34,124;NaN;NaN;0,01;0,0
34,180;NaN;NaN;0,01;0,0
34,220;NaN;NaN;0,01;0,0
34,283;NaN;NaN;0,02;0,0
34,347;NaN;NaN;0,01;0,0
34,395;NaN;NaN;0,01;0,0
34,453;NaN;NaN;0,01;0,3
34,517;NaN;NaN;0,01;0,3
34,565;NaN;NaN;0,01;0,0
34,629;NaN;NaN;0,01;0,0
34,693;NaN;NaN;0,01;0,0
34,757;NaN;NaN;0,01;0,0
34,789;NaN;NaN;0,01;0,0
34,853;NaN;NaN;0,01;0,0
34,901;NaN;NaN;0,01;0,0
34,950;NaN;NaN;0,01;0,0
34,998;NaN;NaN;0,01;0,0
35,029;NaN;NaN;0,01;0,0
35,093;NaN;NaN;0,01;0,0
35,142;NaN;NaN;0,01;0,0
35,189;NaN;NaN;0,01;0,0
35,237;NaN;NaN;0,01;0,0
35,285;NaN;NaN;0,01;0,0
35,349;NaN;NaN;0,01;0,0
35,408;NaN;NaN;0,01;0,0
35,454;NaN;NaN;0,01;0,0
35,502;NaN;NaN;0,01;0,0
35,566;NaN;NaN;0,01;0,0
35,631;NaN;NaN;0,01;0,0
35,678;NaN;NaN;0,01;0,0
35,726;NaN;NaN;0,01;0,0
35,790;NaN;NaN;0,01;0,0
35,838;NaN;NaN;0,01;0,0
35,902;NaN;NaN;0,01;0,0
35,966;NaN;NaN;0,01;0,0
36,030;NaN;NaN;0,01;0,0
36,094;NaN;NaN;0,01;0,0
36,143;NaN;NaN;0,01;0,0
36,191;NaN;NaN;0,01;0,0
36,239;NaN;NaN;0,01;0,0
36,290;NaN;NaN;0,01;0,0
36,351;NaN;NaN;0,01;0,0
36,415;NaN;NaN;0,01;0,0
36,473;NaN;NaN;0,01;0,0
36,537;NaN;NaN;0,01;0,0
36,601;NaN;NaN;0,01;0,0
36,666;NaN;NaN;0,01;0,0
36,714;NaN;NaN;0,01;0,0
36,762;NaN;NaN;0,01;0,0
36,810;NaN;NaN;0,01;0,0
36,858;NaN;NaN;0,01;0,0
36,922;NaN;NaN;0,01;0,0
36,954;NaN;NaN;0,01;0,0
37,003;NaN;NaN;0,01;0,0
37,050;NaN;NaN;0,01;0,0
37,099;NaN;NaN;0,01;0,0
37,146;NaN;NaN;0,01;0,0
37,195;NaN;NaN;0,01;0,0
37,243;NaN;NaN;0,01;0,0
37,293;NaN;NaN;0,01;0,0
37,338;NaN;NaN;0,01;0,0
37,393;NaN;NaN;0,01;0,0
37,445;NaN;NaN;0,01;0,0
37,501;NaN;NaN;0,01;0,0
37,533;NaN;NaN;0,01;0,0
37,594;NaN;NaN;0,01;0,0
37,645;NaN;NaN;0,01;0,0
37,694;NaN;NaN;0,01;0,0
37,725;NaN;NaN;0,01;0,0
37,773;NaN;NaN;0,01;0,0
37,821;NaN;NaN;0,01;0,0
37,886;NaN;NaN;0,01;0,0
37,917;NaN;NaN;0,01;0,0
37,966;NaN;NaN;0,01;0,0
38,014;NaN;NaN;0,01;0,0
38,077;NaN;NaN;0,01;0,0
38,141;NaN;NaN;0,01;0,0
38,189;NaN;NaN;0,01;0,0
38,237;NaN;NaN;0,01;0,0
38,301;NaN;NaN;0,01;0,0
38,365;NaN;NaN;0,01;0,0
38,430;NaN;NaN;0,01;0,0
38,488;NaN;NaN;0,01;0,0
38,520;NaN;NaN;0,01;0,0
38,584;NaN;NaN;0,01;0,0
38,648;NaN;NaN;0,02;0,0
38,712;NaN;NaN;0,02;0,0
38,776;NaN;NaN;0,01;0,0
38,840;NaN;NaN;0,01;0,0
38,904;NaN;NaN;0,01;0,0
38,953;NaN;NaN;0,01;0,0
38,998;NaN;NaN;0,01;0,0
39,050;NaN;NaN;0,01;0,0
39,098;NaN;NaN;0,01;0,0
39,145;NaN;NaN;0,01;0,0
39,199;NaN;NaN;0,01;0,0
39,241;NaN;NaN;0,01;0,0
39,299;NaN;NaN;0,01;0,0
39,369;NaN;NaN;0,01;0,1
39,435;NaN;NaN;0,01;0,0
39,485;NaN;NaN;0,01;0,0
39,549;NaN;NaN;0,01;0,0
39,614;NaN;NaN;0,01;0,0
39,678;NaN;NaN;0,01;0,0
39,743;NaN;NaN;0,01;0,0
39,791;NaN;NaN;0,01;0,0
39,838;NaN;NaN;0,02;0,0
39,886;NaN;NaN;0,01;0,0
39,934;NaN;NaN;0,01;0,0
39,982;NaN;NaN;0,01;0,0
